pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url,file_name
MDExOlB1bGxSZXF1ZXN0ODAwOTU2NQ==,pls merge before big changes happen,MERGED,2013-09-01T17:45:14Z,2013-09-07T19:34:00Z,2013-09-01T19:49:21Z,2013-09-01T19:49:21Z,ggonnella,https://github.com/genometools/genometools/pull/83,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODA0MjEzNw==,Added missing assertion in GtSetSourceVisitor constructor,MERGED,2013-09-03T13:57:07Z,2013-09-26T02:47:55Z,2013-09-03T15:51:37Z,2013-09-03T15:51:37Z,standage,https://github.com/genometools/genometools/pull/84,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODA3MjA2Ng==,use gt_malloc() where possible,MERGED,2013-09-04T13:09:40Z,2014-08-08T14:22:00Z,2013-09-04T15:05:32Z,2013-09-04T15:05:32Z,satta,https://github.com/genometools/genometools/pull/85,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODEwNjU4Mw==,get rid of compiler warning (gcc 4.8.1),MERGED,2013-09-05T14:23:23Z,2013-09-25T15:38:15Z,2013-09-05T15:58:39Z,2013-09-05T15:58:39Z,gordon,https://github.com/genometools/genometools/pull/86,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODExMzczOQ==,get rid of compiler warning,MERGED,2013-09-05T17:58:26Z,2013-09-25T15:38:15Z,2013-09-05T19:38:38Z,2013-09-05T19:38:38Z,gordon,https://github.com/genometools/genometools/pull/87,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODEzNzQyMg==,Windows 64-bit compilation (including type changes),MERGED,2013-09-06T13:53:52Z,2013-09-23T12:06:27Z,2013-09-06T15:31:14Z,2013-09-06T15:31:14Z,gordon,https://github.com/genometools/genometools/pull/88,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODE0Mzc2NA==,splint fix for GT_LU and GT_LD formatcodes,MERGED,2013-09-06T17:26:38Z,2014-07-10T21:08:16Z,2013-09-06T21:06:14Z,2013-09-06T21:06:14Z,ggonnella,https://github.com/genometools/genometools/pull/94,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODE0ODMwMg==,add 64bit=yes to Windows 64-bit build script,MERGED,2013-09-06T20:03:35Z,2013-09-25T15:38:15Z,2013-09-07T00:50:05Z,2013-09-07T00:50:05Z,gordon,https://github.com/genometools/genometools/pull/95,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODE1MDA3MA==,build GenomeTools for different Linux ARM targets,MERGED,2013-09-06T21:05:06Z,2014-07-26T03:26:40Z,2013-09-08T15:16:05Z,2013-09-08T15:16:05Z,gordon,https://github.com/genometools/genometools/pull/96,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODE1MTgxMw==,add cross-compilation script for Darwin (32-bit and 64-bit),MERGED,2013-09-06T22:08:57Z,2013-09-08T16:42:36Z,2013-09-08T16:36:39Z,2013-09-08T16:36:39Z,gordon,https://github.com/genometools/genometools/pull/97,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODE1MTkwNQ==,remove some very old files which seem unnecessary,MERGED,2013-09-06T22:13:11Z,2014-07-21T12:35:35Z,2013-09-07T03:19:38Z,2013-09-07T03:19:38Z,gordon,https://github.com/genometools/genometools/pull/98,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODE1MTk2NQ==,remove separate skproto binary ,MERGED,2013-09-06T22:16:40Z,2014-10-28T16:27:16Z,2013-09-07T04:03:00Z,2013-09-07T04:03:00Z,gordon,https://github.com/genometools/genometools/pull/99,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODE1MjAzOQ==,remove unused splint target (spgt is used),MERGED,2013-09-06T22:20:28Z,2014-10-28T16:27:16Z,2013-09-07T04:20:02Z,2013-09-07T04:20:02Z,gordon,https://github.com/genometools/genometools/pull/100,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODE1MjEzMw==,name the files for gt_repfind() consistently,MERGED,2013-09-06T22:23:57Z,2014-10-28T16:27:17Z,2013-09-08T13:04:00Z,2013-09-08T13:04:00Z,gordon,https://github.com/genometools/genometools/pull/101,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODE1MjQ3Mw==, remove the dependency on ncurses,MERGED,2013-09-06T22:40:05Z,2013-09-08T13:03:47Z,2013-09-08T13:03:47Z,2013-09-08T13:03:47Z,gordon,https://github.com/genometools/genometools/pull/102,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODE1Mjk4Mg==, update zlib to 1.2.8,MERGED,2013-09-06T23:07:42Z,2014-10-28T16:27:19Z,2013-09-07T12:02:27Z,2013-09-07T12:02:27Z,gordon,https://github.com/genometools/genometools/pull/103,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODE1OTM3Mg==,define range macros for GtUword and GtWord,MERGED,2013-09-07T20:34:45Z,2013-09-08T05:59:54Z,2013-09-07T22:40:41Z,2013-09-07T22:40:41Z,ggonnella,https://github.com/genometools/genometools/pull/105,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODE2MzkwOA==,remove curses=no,MERGED,2013-09-08T16:16:06Z,2014-10-28T16:27:19Z,2013-09-08T20:37:09Z,2013-09-08T20:37:09Z,gordon,https://github.com/genometools/genometools/pull/107,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODE2NDE5Mw==,remove manual PDFs only with `make cleanup`,MERGED,2013-09-08T17:11:07Z,2014-10-28T16:27:20Z,2013-09-09T06:41:46Z,2013-09-09T06:41:46Z,gordon,https://github.com/genometools/genometools/pull/108,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODE3MTg3MQ==,add gt_option_new_word() and gt_option_new_uword*(),MERGED,2013-09-09T09:06:37Z,2013-09-09T12:01:09Z,2013-09-09T10:33:12Z,2013-09-09T10:33:12Z,satta,https://github.com/genometools/genometools/pull/109,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODE4MzM4OQ==,fix splint problems,MERGED,2013-09-09T16:31:21Z,2013-09-09T19:56:24Z,2013-09-09T19:06:10Z,2013-09-09T19:06:10Z,Garonenur,https://github.com/genometools/genometools/pull/110,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODE4NDMxNg==,use ccache for ARMv6_hf,MERGED,2013-09-09T17:02:17Z,2014-10-28T16:27:21Z,2013-09-09T19:07:57Z,2013-09-09T19:07:57Z,gordon,https://github.com/genometools/genometools/pull/111,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODE4NjM3OQ==,include types_api.h / coding style,MERGED,2013-09-09T18:11:36Z,2014-10-28T16:27:23Z,2013-09-09T21:12:44Z,2013-09-09T21:12:44Z,gordon,https://github.com/genometools/genometools/pull/112,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODIxMTkwMw==,Windows: single script to build gt-distributions,MERGED,2013-09-10T14:19:40Z,2013-09-23T12:06:27Z,2013-09-10T16:02:23Z,2013-09-10T16:02:23Z,gordon,https://github.com/genometools/genometools/pull/113,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODIyNDI2MA==,Travis,MERGED,2013-09-10T20:41:53Z,2014-07-12T23:09:34Z,2013-09-10T22:45:05Z,2013-09-10T22:45:05Z,Garonenur,https://github.com/genometools/genometools/pull/114,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODI1MzQ5MQ==,add gt_version() and fix documentation problem,MERGED,2013-09-11T18:22:30Z,2014-10-28T16:27:25Z,2013-09-12T08:13:57Z,2013-09-12T08:13:57Z,gordon,https://github.com/genometools/genometools/pull/116,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODI2MjE2Mw==,"GFF3 output with ""retainids"": multi-features",MERGED,2013-09-11T22:52:12Z,2014-10-28T16:27:24Z,2013-09-11T23:39:59Z,2013-09-11T23:39:59Z,gordon,https://github.com/genometools/genometools/pull/117,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODI5MzkxNg==,simplify license tool driver,MERGED,2013-09-12T21:17:30Z,2014-10-28T16:27:25Z,2013-09-13T07:29:14Z,2013-09-13T07:29:14Z,gordon,https://github.com/genometools/genometools/pull/119,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODI5Mzk0MA==,make `gt -seed` regular option,MERGED,2013-09-12T21:18:19Z,2014-10-28T16:27:25Z,2013-09-13T07:33:05Z,2013-09-13T07:33:05Z,gordon,https://github.com/genometools/genometools/pull/120,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODI5Mzk4OA==,Windows: make file path related stuff work,MERGED,2013-09-12T21:19:28Z,2014-06-27T12:34:46Z,2013-09-13T07:31:04Z,2013-09-13T07:31:03Z,gordon,https://github.com/genometools/genometools/pull/121,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODMwMzQ3MQ==,Undef,MERGED,2013-09-13T07:22:14Z,2014-07-04T20:53:36Z,2013-09-13T14:48:42Z,2013-09-13T14:48:41Z,Garonenur,https://github.com/genometools/genometools/pull/123,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODMxMjM5MA==,address cairo/glib `leaks',MERGED,2013-09-13T14:14:19Z,2014-06-18T07:47:42Z,2013-09-13T23:07:30Z,2013-09-13T23:07:30Z,satta,https://github.com/genometools/genometools/pull/124,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODMzOTkyMQ==,Windows: handle newlines correctly,MERGED,2013-09-15T21:29:18Z,2014-06-30T00:16:17Z,2013-09-16T08:57:05Z,2013-09-16T08:57:05Z,gordon,https://github.com/genometools/genometools/pull/125,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODMzOTkyMg==,gth: allow to load files relative to binary,MERGED,2013-09-15T21:30:21Z,2014-07-04T20:53:44Z,2013-09-16T08:55:20Z,2013-09-16T08:55:20Z,gordon,https://github.com/genometools/genometools/pull/126,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODM0ODU4OA==,remove deprecated defines,MERGED,2013-09-16T11:36:40Z,2014-10-28T16:27:26Z,2013-09-16T13:19:29Z,2013-09-16T13:19:29Z,gordon,https://github.com/genometools/genometools/pull/127,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODM1NTM1NA==,Ole Eigenbrod tool,MERGED,2013-09-16T15:38:00Z,2014-06-27T07:18:54Z,2013-09-17T16:50:26Z,2013-09-17T16:50:26Z,Garonenur,https://github.com/genometools/genometools/pull/129,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODM2NTM5Nw==,gth: small improvements,MERGED,2013-09-16T20:44:47Z,2014-10-28T16:27:26Z,2013-09-17T10:10:16Z,2013-09-17T10:10:16Z,gordon,https://github.com/genometools/genometools/pull/130,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODM2OTE5Nw==,import libtre and use it as a regex.h replacement,MERGED,2013-09-16T22:47:39Z,2014-07-04T20:53:44Z,2013-09-17T13:35:54Z,2013-09-17T13:35:54Z,gordon,https://github.com/genometools/genometools/pull/131,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODM5MjgxNw==,add '-seed' option to testsuite.rb,MERGED,2013-09-17T17:24:52Z,2014-07-02T22:49:32Z,2013-09-17T20:35:45Z,2013-09-17T20:35:45Z,satta,https://github.com/genometools/genometools/pull/132,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODQyMjExNQ==,make tre compile on windows 64-bit,MERGED,2013-09-18T15:19:52Z,2014-10-28T16:27:27Z,2013-09-18T17:53:12Z,2013-09-18T17:53:12Z,gordon,https://github.com/genometools/genometools/pull/133,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODQyNDQyMA==,make gt_file_find_exec_in_path() work on Windows,MERGED,2013-09-18T16:21:28Z,2014-06-28T06:13:04Z,2013-09-18T20:24:15Z,2013-09-18T20:24:15Z,gordon,https://github.com/genometools/genometools/pull/134,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODQzMTc1OA==,get rid of compiler warning (uninitialized value),MERGED,2013-09-18T20:12:37Z,2014-10-28T16:27:53Z,2013-09-18T21:08:58Z,2013-09-18T21:08:58Z,gordon,https://github.com/genometools/genometools/pull/135,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODQzMjYzNw==,fix memory leak,MERGED,2013-09-18T20:41:18Z,2014-06-27T07:19:00Z,2013-09-18T20:53:48Z,2013-09-18T20:53:48Z,satta,https://github.com/genometools/genometools/pull/136,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODUyMjI2MQ==,build Windows distribution correctly (.exe / .zip),MERGED,2013-09-23T12:08:27Z,2014-07-04T20:53:53Z,2013-09-23T13:18:04Z,2013-09-23T13:18:04Z,gordon,https://github.com/genometools/genometools/pull/137,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODU4NzM2Mw==,Sk,MERGED,2013-09-25T09:39:17Z,2014-06-30T00:16:22Z,2013-09-25T11:37:19Z,2013-09-25T11:37:19Z,stefan-kurtz,https://github.com/genometools/genometools/pull/138,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0ODczOTAzNg==,Added function to read file content into RAM without using mmap,MERGED,2013-10-01T13:45:35Z,2014-06-30T00:19:41Z,2013-10-01T15:14:27Z,2013-10-01T15:14:27Z,stefan-kurtz,https://github.com/genometools/genometools/pull/139,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0OTEzNjg1Mg==,add tests for -parts and -memlimit,MERGED,2013-10-16T13:59:26Z,2014-07-04T20:53:53Z,2013-10-16T14:33:55Z,2013-10-16T14:33:55Z,Garonenur,https://github.com/genometools/genometools/pull/140,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0OTIwNTI0OQ==,make Lua use mkstemp() instead of tmpnam(),MERGED,2013-10-18T11:32:18Z,2014-06-27T12:34:52Z,2013-10-18T12:22:23Z,2013-10-18T12:22:23Z,satta,https://github.com/genometools/genometools/pull/141,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0OTMyMzEwOQ==,use a shared copy of the D.mel genome in LTRd tests,MERGED,2013-10-23T09:31:53Z,2014-06-25T19:35:19Z,2013-10-23T12:21:31Z,2013-10-23T12:21:31Z,satta,https://github.com/genometools/genometools/pull/142,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0OTMyOTI3NQ==,Multieops,MERGED,2013-10-23T13:31:05Z,2014-07-04T20:54:04Z,2013-10-23T15:01:02Z,2013-10-23T15:01:02Z,mbruns,https://github.com/genometools/genometools/pull/143,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0OTMzMjczMQ==,fix splint and coding style,MERGED,2013-10-23T15:01:39Z,2014-07-18T10:25:33Z,2013-10-23T15:40:31Z,2013-10-23T15:40:31Z,Garonenur,https://github.com/genometools/genometools/pull/144,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0OTM1ODk3OA==,copy method returns pointer of copy,MERGED,2013-10-24T08:40:02Z,2014-07-04T20:54:04Z,2013-10-24T09:38:03Z,2013-10-24T09:38:03Z,Garonenur,https://github.com/genometools/genometools/pull/145,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0OTcxNjgxNw==,cosmetics and scan-build errors fixed,MERGED,2013-11-06T12:54:09Z,2014-07-04T20:48:57Z,2013-11-06T13:49:39Z,2013-11-06T13:49:39Z,Garonenur,https://github.com/genometools/genometools/pull/146,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0MTAwMTAwNTk=,replace unsigned long by GtUword in two ruby scripts,MERGED,2013-11-15T18:52:51Z,2014-10-28T13:51:18Z,2013-11-15T21:12:24Z,2013-11-15T21:12:24Z,ggonnella,https://github.com/genometools/genometools/pull/147,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0MTAxMjc3Nzg=,coding convention,MERGED,2013-11-20T12:31:47Z,2014-07-18T10:25:38Z,2013-11-20T13:23:16Z,2013-11-20T13:23:16Z,Garonenur,https://github.com/genometools/genometools/pull/148,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0MTAyNDA5MjU=,Sk,MERGED,2013-11-24T09:14:24Z,2014-07-04T20:52:20Z,2013-11-24T13:34:14Z,2013-11-24T13:34:14Z,stefan-kurtz,https://github.com/genometools/genometools/pull/149,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0MTAzNzQyODQ=,Replaced remaining .pr files by header files.,MERGED,2013-11-28T14:46:01Z,2014-07-04T20:52:30Z,2013-11-28T15:43:43Z,2013-11-28T15:43:43Z,stefan-kurtz,https://github.com/genometools/genometools/pull/152,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0MTA3ODQyOTE=,write a more elaborate README.md,MERGED,2013-12-12T21:29:45Z,2013-12-12T21:53:32Z,2013-12-12T21:49:53Z,2013-12-12T21:49:53Z,satta,https://github.com/genometools/genometools/pull/155,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0MTA3ODU2NDk=,remove team members section,MERGED,2013-12-12T22:03:04Z,2014-07-12T21:18:53Z,2013-12-12T22:10:11Z,2013-12-12T22:10:11Z,satta,https://github.com/genometools/genometools/pull/156,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0MTA4MDQzNDk=,multi-features: only Parent and Name have to match,MERGED,2013-12-13T13:11:28Z,2014-07-17T01:27:34Z,2013-12-13T14:24:00Z,2013-12-13T14:24:00Z,gordon,https://github.com/genometools/genometools/pull/157,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0MTA4NjUzODM=,link overview image from correct resource,MERGED,2013-12-16T18:27:29Z,2013-12-16T19:22:24Z,2013-12-16T18:32:26Z,2013-12-16T18:32:26Z,satta,https://github.com/genometools/genometools/pull/158,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0MTA5MzMzMzQ=,expand gt encseq info:,MERGED,2013-12-18T12:47:06Z,2014-06-25T19:35:19Z,2013-12-18T13:43:38Z,2013-12-18T13:43:38Z,joergi-w,https://github.com/genometools/genometools/pull/159,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0MTA5MzgyMzU=,do not require sorted input in custom streams,MERGED,2013-12-18T15:21:14Z,2014-06-18T14:55:15Z,2013-12-18T22:10:42Z,2013-12-18T22:10:42Z,satta,https://github.com/genometools/genometools/pull/161,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0MTA5Njc3OTA=,N50,MERGED,2013-12-19T09:45:01Z,2014-07-05T20:18:20Z,2013-12-19T10:46:05Z,2013-12-19T10:46:05Z,ggonnella,https://github.com/genometools/genometools/pull/163,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0MTA5ODI0MTA=,splint,MERGED,2013-12-19T17:23:43Z,2013-12-19T19:13:05Z,2013-12-19T19:13:05Z,2013-12-19T19:13:05Z,Garonenur,https://github.com/genometools/genometools/pull/166,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0MTEwMjMxNDQ=,Implement XRF_abbr parsing and Dbxref/Ontology_term checking,MERGED,2013-12-20T19:53:11Z,2014-07-21T06:24:16Z,2013-12-22T18:58:33Z,2013-12-22T18:58:33Z,satta,https://github.com/genometools/genometools/pull/167,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0MTEwNDI5Njc=,"minor compiling fixes, SQLite update, error message fix",MERGED,2013-12-22T21:49:31Z,2014-07-11T18:12:40Z,2013-12-22T23:32:26Z,2013-12-22T23:32:26Z,satta,https://github.com/genometools/genometools/pull/169,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0MTEwNTE3Mjg=,Add checking of Gap GFF3 attribute,MERGED,2013-12-23T13:38:06Z,2014-07-09T07:00:27Z,2013-12-23T15:23:12Z,2013-12-23T15:23:12Z,satta,https://github.com/genometools/genometools/pull/171,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0MTExNTEyMjE=,request pull of code related to threading of suffixerator,MERGED,2013-12-30T23:00:43Z,2014-01-02T10:22:41Z,2014-01-02T10:22:41Z,2014-01-02T10:22:41Z,stefan-kurtz,https://github.com/genometools/genometools/pull/174,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0MTExNzg5OTg=,output proper error message on malformed input data,MERGED,2014-01-02T12:28:52Z,2014-01-02T13:39:32Z,2014-01-02T13:29:44Z,2014-01-02T13:29:44Z,satta,https://github.com/genometools/genometools/pull/176,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0MTExNzkyNzE=,Closes #175,MERGED,2014-01-02T12:48:20Z,2014-01-07T12:40:28Z,2014-01-02T14:06:51Z,2014-01-02T14:06:51Z,standage,https://github.com/genometools/genometools/pull/177,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0MTExODExNTQ=,rearange travis testranges,MERGED,2014-01-02T14:33:41Z,2014-01-28T14:44:44Z,2014-01-02T14:36:09Z,2014-01-02T14:36:09Z,Garonenur,https://github.com/genometools/genometools/pull/178,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0MTEyODMxMjc=,add newline to bug message,MERGED,2014-01-07T12:39:43Z,2014-06-28T11:35:31Z,2014-01-07T13:46:12Z,2014-01-07T13:46:12Z,Garonenur,https://github.com/genometools/genometools/pull/180,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0MTEyODYzMTA=,fix compilation for Windows,MERGED,2014-01-07T14:40:45Z,2014-10-28T16:27:53Z,2014-01-07T15:51:28Z,2014-01-07T15:51:28Z,gordon,https://github.com/genometools/genometools/pull/181,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0MTEzMzg1NzY=,Closes #182.,MERGED,2014-01-08T20:57:13Z,2014-01-09T13:51:37Z,2014-01-09T13:10:45Z,2014-01-09T13:10:45Z,standage,https://github.com/genometools/genometools/pull/183,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0MTE0MjczOTU=,fix wrong line numbers in GtSequenceBuffer errors,MERGED,2014-01-11T13:53:51Z,2014-06-30T00:39:03Z,2014-01-11T18:26:51Z,2014-01-11T18:26:51Z,satta,https://github.com/genometools/genometools/pull/184,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0MTE0NjM5NjE=,improve script filters and gt select,MERGED,2014-01-13T19:08:19Z,2014-07-01T11:52:50Z,2014-01-13T20:33:42Z,2014-01-13T20:33:42Z,satta,https://github.com/genometools/genometools/pull/188,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0MTE0NjUxMzE=,add Start_range and End_range attribute support,MERGED,2014-01-13T19:38:54Z,2014-07-02T16:21:20Z,2014-01-14T01:03:45Z,2014-01-14T01:03:45Z,satta,https://github.com/genometools/genometools/pull/189,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0MTE0NzEzMzQ=,make use of Lua CFLAGS,MERGED,2014-01-13T22:14:39Z,2014-01-15T12:34:19Z,2014-01-15T10:14:21Z,2014-01-15T10:14:21Z,satta,https://github.com/genometools/genometools/pull/190,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0MTE0NzQxNDc=,Add checks for parent-child range boundaries,MERGED,2014-01-13T23:30:43Z,2014-01-17T12:09:27Z,2014-01-17T11:14:46Z,2014-01-17T11:14:46Z,satta,https://github.com/genometools/genometools/pull/191,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0MTE0ODY3MzE=,gtruby: fix sequence node callback in custom visitor,MERGED,2014-01-14T10:21:33Z,2014-07-06T09:14:26Z,2014-01-14T11:29:14Z,2014-01-14T11:29:14Z,satta,https://github.com/genometools/genometools/pull/192,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0MTE1MDEwMzc=,Ruby optimizations and bugfixes,MERGED,2014-01-14T17:11:59Z,2014-07-24T10:19:28Z,2014-01-15T10:13:15Z,2014-01-15T10:13:15Z,satta,https://github.com/genometools/genometools/pull/194,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0MTE1MzYwNzg=,fix compilation on Mac OS X,MERGED,2014-01-15T14:23:50Z,2014-07-07T15:32:59Z,2014-01-16T17:39:35Z,2014-01-16T17:39:35Z,satta,https://github.com/genometools/genometools/pull/197,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0MTE2MDM4MTc=, Correcting names of GtFeature[In|Out]Stream classes to be consistent with the analogous array-based stream classes,MERGED,2014-01-17T00:15:58Z,2014-01-17T13:23:00Z,2014-01-17T12:05:36Z,2014-01-17T12:05:36Z,standage,https://github.com/genometools/genometools/pull/200,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0MTE2MjAwODg=,Featorig,MERGED,2014-01-17T13:22:12Z,2014-01-20T22:12:08Z,2014-01-17T14:07:47Z,2014-01-17T14:07:47Z,standage,https://github.com/genometools/genometools/pull/201,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0MTE2OTIyMDI=,GtFeatureInStream fixes,MERGED,2014-01-20T22:14:50Z,2014-01-21T11:31:24Z,2014-01-21T08:18:15Z,2014-01-21T08:18:15Z,standage,https://github.com/genometools/genometools/pull/203,genometools++genometools.csv
MDExOlB1bGxSZXF1ZXN0MTE3OTYyNDE=,Fixes for GtLTRdigestPdomVisitor,MERGED,2014-01-23T10:52:14Z,2014-07-01T16:30:12Z,2014-01-23T13:05:51Z,2014-01-23T13:05:51Z,satta,https://github.com/genometools/genometools/pull/206,genometools++genometools.csv
